Title,Rating,WatchedDate,Review,Year,Nation,douban_link,imdbId
幼儿园,4,2021/9/6,,,,https://movie.douban.com/subject/1761172/,tt8924524
白日美人 / Belle de jour,5,2021/9/4,内心描写太棒了,1967/5/24,法国,https://movie.douban.com/subject/1301649/,tt0061395
少年·小赵 / 少年＊小趙,4,2021/8/29,略逊于铁路沿线，对人物的变化缺少深究。,2015/4/1,中国香港电影节,https://movie.douban.com/subject/26331957/,tt4079566
失控玩家 / Free Guy,4,2021/8/28,,2021/8/10,洛迦诺电影节,https://movie.douban.com/subject/30337388/,tt6264654
北京的星期天 / Dimanche à Pekin,5,2021/8/26,,,,https://movie.douban.com/subject/1466013/,tt0049144
铁路沿线,4,2021/8/25,流浪的人谁又想要流浪呢。火车开过来，停下讲述，等待火车过去的这一幕，太棒了。他们想要倾诉，却没有倾诉的对象。,,,https://movie.douban.com/subject/1421469/,tt2518416
影之花 / 그림자꽃,5,2021/8/19,"感动人心的地方有很多。
1.和家人用文字沟通时，对准手机的摄像头，越来越快的打字速度，不停颤抖的手机。
2.冬奥会冰球馆只想和来自祖国的同胞握一握手却被冰冷的人墙阻隔，一次次冲击也无济于事。
3.好不容易等到双方领导人会谈，一群人围在电视前见证这历史性的时刻，这一刻那不是政治，完全是一个人的真实生活。
4.被有幸抽中可以见亲人的老爷爷，最终却没有一个可以见的人。
5.一个想要回去，一个庆幸从北边逃脱，却成了最好的朋友。(1 有用)",,,https://movie.douban.com/subject/34845784/,tt13126844
火锅,2,2021/8/16,,2021/7/30,FIRST青年电影节,https://movie.douban.com/subject/35521749/,
烟火,3,2021/8/16,,2021/7/30,FIRST青年电影展,https://movie.douban.com/subject/35521759/,
寻找Noel,2,2021/8/16,,2021/7/30,FIRST青年影展,https://movie.douban.com/subject/35509741/,
如果可以,4,2021/8/16,,2021/7/30,FIRST青年电影展,https://movie.douban.com/subject/35521744/,
我是传奇 / I Am Legend,3,2021/8/3,三星半。,2007/12/14,美国,https://movie.douban.com/subject/1820156/,tt0480249
误杀,4,2021/7/7,故事很精彩，但比故事更精彩的是编剧的改编。把精妙的误杀案上升到讨论社会舆论，真相与谎言，暴力事件的程度，并且非常巧妙而自然。最后秦沛的镜头画龙点睛，曾经你深信的一个人，一个老实没有任何不好的人，当着面打了你的脸，那你到底还应该相信什么？,2019/12/7,大规模点映,https://movie.douban.com/subject/30176393/,tt11210032
南方车站的聚会,3,2021/7/6,胡歌桂纶镁让人出戏；华丽的美术，离奇的剧情掩盖的是徒有其表。,2019/5/18,戛纳电影节,https://movie.douban.com/subject/27668250/,tt9647768
无间道2 / 無間道II,4,2021/6/22,相较于第一部，确实逊色了不少。最大的问题在于，人物以及人物之间的关系过于复杂了，包括胡军和黄秋生，陈冠希和刘嘉玲，余文乐和吴镇宇。第一部简洁精妙的剧本太难得了。,2003/10/1,中国香港,https://movie.douban.com/subject/1307106/,tt0369060
长城 / The Great Wall,3,2021/6/21,,2016/12/16,中国大陆,https://movie.douban.com/subject/6982558/,tt2034800
杀死比尔 / Kill Bill: Vol. 1,3,2021/6/11,美国人喜欢的武侠；全世界喜欢的暴力美学；配乐倒是真不错。,2003/9/29,好莱坞首映,https://movie.douban.com/subject/1291580/,tt0266697
刺杀 / Assassins,4,2021/6/10,无辜的第三世界国家女性，就连被释放也是国家之间的博弈。(1 有用),2020/1/26,圣丹斯电影节,https://movie.douban.com/subject/34907416/,tt11394276
76天 / 76 Days,4,2021/6/6,闲不住的老大爷，上锁的医院大门，死者留下的身份证，以及新生的婴儿。,2020/9/14,多伦多电影节,https://movie.douban.com/subject/35162122/,tt12801326
喜丧,4,2021/6/2,非专业演员加上过于紧凑的事件点，在前半段会让人觉得电影有些刻意，但越往后就没有了这种感觉。如果电影时长加到150分钟，或许会更好。,2015/12/5,青年导演海上影展,https://movie.douban.com/subject/26671361/,tt7162392
菊豆,4,2021/5/29,懦弱的男人，无助的女人。,1990/4/21,日本,https://movie.douban.com/subject/1299365/,tt0099902
哆啦A梦：伴我同行2 / STAND BY ME ドラえもん2,3,2021/5/29,,2020/11/20,日本,https://movie.douban.com/subject/34913671/,tt13428402
何处是我朋友的家 / خانه دوست کج...,5,2021/5/28,老人与小孩走过小村庄的夜晚，一路上都是美丽的门窗。,1987/2/1,曙光旬电影节,https://movie.douban.com/subject/1301897/,tt0093342
樱桃的滋味 / طعم گیلاس,4,2021/5/26,,1997/5/16,戛纳电影节,https://movie.douban.com/subject/1296177/,tt0120265
花火 / HANA-BI,4,2021/5/24,,1997/9/3,威尼斯电影节,https://movie.douban.com/subject/1302642/,tt0119250
那年夏天，宁静的海 / あの夏、いちばん静かな海。,5,2021/5/23,,1991/10/19,日本,https://movie.douban.com/subject/1295815/,tt0103704
情书 / Love Letter,4,2021/5/22,,1995/3/25,日本,https://movie.douban.com/subject/1292220/,tt0113703
无罪谋杀：科林尼案 / Der Fall Collini,3,2021/5/16,,2019/4/18,德国,https://movie.douban.com/subject/30391289/,tt8739752
命运理发师 / Mandela,4,2021/5/15,,2021/4/4,印度,https://movie.douban.com/subject/35441896/,tt10687070
悬崖之上,4,2021/4/24,不知怎么，会让我想起无间道。余皑磊所饰角色和无间道里的杜汶泽神似。,2021/4/30,中国大陆,https://movie.douban.com/subject/32493124/,tt11448076
小伟,3,2021/3/28,,2019/7/23,FIRST青年影展,https://movie.douban.com/subject/26752564/,tt10488406
棉花,4,2021/3/25,,,,https://movie.douban.com/subject/4195650/,tt4920272
城市梦,5,2021/3/21,戏剧效果非常足。,2019/9/16,多伦多电影节,https://movie.douban.com/subject/34802165/,tt13080400
又见奈良,3,2021/3/20,不太行(1 有用),2020/7/31,上海电影节,https://movie.douban.com/subject/30437716/,tt11322786
变脸,4,2021/3/4,,1995/6/9,中国大陆,https://movie.douban.com/subject/1293237/,tt0115669
波斯语课 / Persischstunden,4,2021/2/28,浓浓的基情,2020/2/22,柏林电影节,https://movie.douban.com/subject/30466931/,tt9738784
吉祥如意,4,2021/2/28,让人想起《四个春天》，但少了点真实。,2020/7/26,上海电影节,https://movie.douban.com/subject/35068230/,tt12735306
你好，李焕英,3,2021/2/15,,2021/2/12,中国大陆,https://movie.douban.com/subject/34841067/,tt13364790
棒！少年,3,2020/12/14,,2020/7/28,FIRST青年影展,https://movie.douban.com/subject/34930862/,tt12630622
一秒钟,5,2020/12/11,为了被剪掉的片段打五星(2 有用),2020/11/27,中国大陆,https://movie.douban.com/subject/30257787/,tt8959680
除暴,3,2020/11/26,复原了90年代的街道风貌，故事确还是一个平庸的港式警匪故事，如果不去强调，根本不会觉得这是一个根据真实事件改编的故事。,2020/11/20,中国大陆,https://movie.douban.com/subject/30373723/,tt9877138
晚秋 / 만추,4,2020/11/22,安娜这部分情绪积蓄的还可以，勋这部分不太能感觉得到。,2010/9/10,多伦多电影节,https://movie.douban.com/subject/4136036/,tt1542482
鹿鼎记2：神龙教 / 鹿鼎記II 神龍教,3,2020/11/21,,1992/9/24,中国香港,https://movie.douban.com/subject/1306951/,tt0104771
鹿鼎记 / 鹿鼎記,3,2020/11/20,荤段子太多,1992/7/30,中国香港,https://movie.douban.com/subject/1297223/,tt0104770
一点就到家,2,2020/11/18,,2020/10/4,中国大陆,https://movie.douban.com/subject/35069506/,tt12740326
牯岭街少年杀人事件 / 牯嶺街少年殺人事件,4,2020/11/3,,1991/7/27,中国台湾,https://movie.douban.com/subject/1292329/,tt0101985
春江水暖,5,2020/10/31,长镜头如山水画一般展开。,2019/5/22,戛纳电影节,https://movie.douban.com/subject/30419744/,tt10219146
金银潭实拍80天,3,2020/10/30,,2020/9/16,中国大陆,https://movie.douban.com/subject/35206308/,tt13801136
白蛇：缘起,2,2020/10/26,,2019/1/11,中国大陆,https://movie.douban.com/subject/30331149/,tt9288776
极限职业 / 극한직업,3,2020/10/17,,2019/1/23,韩国,https://movie.douban.com/subject/27597250/,tt9541602
雨果 / Hugo,4,2020/9/26,好看的色调，童话般的配乐。致敬梅里埃，可能只有最真的影迷才能感受得到。我还差点。,2011/11/23,美国,https://movie.douban.com/subject/2028677/,tt0970179
彗星来的那一夜 / Coherence,3,2020/9/25,无趣,2013/9/19,奇幻电影节,https://movie.douban.com/subject/25807345/,tt2866360
旺扎的雨靴,3,2020/9/19,导演也不知道怎么圆上这个故事。,2018/2/21,柏林电影节,https://movie.douban.com/subject/28510273/,tt7961082
可可西里,4,2020/9/18,,2004/10/1,中国大陆,https://movie.douban.com/subject/1308857/,tt0386651
尼罗河上的惨案 / Death on the Nile,4,2020/9/17,,1978/9/29,美国,https://movie.douban.com/subject/1302100/,tt0077413
张艺谋和他的金陵十三钗,4,2020/9/17,,2011/12/14,中国大陆,https://movie.douban.com/subject/7065229/,
偷自行车的人 / Ladri di biciclette,5,2020/7/8,"混乱的时代可以摧毁人的尊严
最后爸爸和儿子牵手走进人群的镜头经典，被摧毁的不是他一个，还有其他数不清的人。",1948/11/24,意大利,https://movie.douban.com/subject/1295873/,tt0040522
推销员 / فروشنده,5,2020/7/6,"大师之作
如果是我，也可能会像这个丈夫一样去做，这是件值得思考的事情。",2016/5/21,戛纳电影节,https://movie.douban.com/subject/26679552/,tt5186714
猎谎者,4,2020/7/3,"1.很好的类型片，如果钱够了，会更好。
2.男主长得好像何炅+王自健。
3.导演非常棒，只是有些强行搞笑的地方确实没必要。
4.说真的，因为没钱所以造成许多地方很出戏，但最后的情感处理真的打动到我了。
5.男主的声音，过多的对白也让人出戏。(15 有用)",2020/6/30,中国大陆,https://movie.douban.com/subject/35027709/,tt12644232
无证之罪,4,2020/7/2,"1.郭宇有些地方解释不通。为什么要拿钱？反转也立不住。
2.骆闻这个角色太棒了
3.秦昊一个东北人，东北话说的有点别扭。
4.人物塑造没有隐秘的角落饱满。最成功的角色竟然是朱慧如。
5.摄影，风格都很不错。",2017/9/6,中国大陆,https://movie.douban.com/subject/26930540/,tt7368008
海鸥食堂 / かもめ食堂,4,2020/6/23,"离现实很远。
色调非常喜欢。
镜头过于平实，缺乏变化。",2006/3/11,日本,https://movie.douban.com/subject/1892578/,tt0483022
人生密密缝 / 彼らが本気で編むときは、,5,2020/6/21,"日本总是能拍出如此感情细腻的电影，这部作品更是如此。温暖的外表下隐藏的确实无法解决的矛盾。
几个完全变黑的专场很有趣，尤其最后出突然的黑幕，非常令人回味。",2017/2/10,柏林电影节,https://movie.douban.com/subject/26754513/,tt5633706
烈焰升腾：黑暗骑士三部曲诞生及影响 / The Fire Rises: The Creat...,,2020/6/20,,2013/9/24,美国,https://movie.douban.com/subject/25926760/,tt3138282
隐秘的角落,4,2020/6/19,"有些地方后期配了音，不知道改了些啥。细节非常得多。
看到第十集，改五星了。
最后一集扣分，拍的太随意了吧。",2020/6/16,中国大陆,https://movie.douban.com/subject/33404425/,tt12477942
推手,3,2020/6/17,最后怎么变成魔幻片了？？？,1991/12/7,金马影展,https://movie.douban.com/subject/1306939/,tt0105652
幻之光 / 幻の光,4,2020/6/12,这是一首诗。,1995/12/9,日本,https://movie.douban.com/subject/1306885/,tt0113725
海上传奇,4,2020/6/11,七分。宠妻狂魔贾樟柯。印象比较深的是死在1948年的青年，撤去台湾的船上的故事，来中国拍纪录片的安东尼奥尼，费穆的小城之春，女演员上官云珠。没有赵涛会更好。,2010/5/16,戛纳电影节,https://movie.douban.com/subject/3768185/,tt1646103
至暗时刻 / Darkest Hour,3,2020/6/10,工整的英国片。,2017/9/1,特柳赖德电影节,https://movie.douban.com/subject/26761416/,tt4555426
七武士 / 七人の侍,,2020/6/7,先放着吧。我的大脑可能缺乏共情的功能。,1954/4/26,日本,https://movie.douban.com/subject/1295399/,tt0047478
2001太空漫游 / 2001: A Space Odyssey,5,2020/6/6,特效会过时，但模型不会。星际穿越，地心引力，星球大战，这些电影里都可以找到2001太空漫游的影子，穿越用的那一段负片，胡金铨的侠女也有所借鉴。,1968/4/2,华盛顿首映,https://movie.douban.com/subject/1292226/,tt0062622
无主之作 / Werk ohne Autor,4,2020/6/5,电影可以打五星，但看过Gerhard Richter的故事以后觉得，电影的所想说的创作动机和原型人物开始他的“照片临摹”作品的创作动机并不一致，可以说是一种曲解。,2018/9/4,威尼斯电影节,https://movie.douban.com/subject/26701196/,tt5311542
喜宴 / 囍宴,5,2020/5/31,"“将近二十年了，我生活在一个大谎言里面，生活里面有好多感受。痛苦的，快乐的，我好想跟你们分享，可是我不能。有时候我忍不住想干脆跟你们坦白算了。可是又不忍心把自己扛了这么多年的担子再放到你们肩膀上。”
我们生活在一个分裂的时代里，五千年来的文明，新的文化的崛起，隔了二三十年就已经无法相互理解。我也不知道该用什么办法去消融。
女主无疑是所有角色里最棒的了，只是普通话配音有些奇怪。",,,https://movie.douban.com/subject/1303037/,tt0107156
她 / Her,3,2020/5/31,,2013/10/12,纽约电影节,https://movie.douban.com/subject/6722879/,tt1798709
饮食男女 / 飲食男女,4,2020/5/29,看了那么多遍开头的做菜，都没有看完过，今天终于看到了最后。没啥说的，老朱牛逼。饮食男女，每个字都拍了出来。,1994/8/3,美国,https://movie.douban.com/subject/1291818/,tt0111797
龙哥,4,2020/5/28,龙哥为了骗导演，用针管抽血含嘴里假装吞了刀片，演技爆炸！,,,https://movie.douban.com/subject/3724118/,tt1677711
差馆,4,2020/5/28,在基层干民警，更要掌握得好分寸。他们面对的都是社会最底层人士，文盲也不占少数，不是为了生存，谁会想和派出所打交道呢？即使程序摆在那，也难免产生恻隐之心。许多事情处理不好，甚至可能闹出更大的事情，所以得时时刻刻好言伺候。,,,https://movie.douban.com/subject/5343752/,
差馆Ⅱ,4,2020/5/28,,,,https://movie.douban.com/subject/11528245/,
降临 / Arrival,3,2020/5/27,女主全程娇喘。 最后一段可以模仿拍一下。,2016/9/1,威尼斯电影节,https://movie.douban.com/subject/21324900/,tt2543164
侠女 / 俠女,5,2020/5/21,颜色，构图，镜头移动，转场，无不超前于时代。这是一部让我感觉到电影之美的片子。,1970/7/10,中国台湾,https://movie.douban.com/subject/1306490/,tt0064451
普杰的冬天,4,2020/5/21,,2019/12/9,中国大陆,https://movie.douban.com/subject/34913360/,
字谜,3,2020/5/21,,2020/4/18,中国大陆,https://movie.douban.com/subject/35048803/,
大唐漠北的最后一次转账,4,2020/5/21,,2019/8/19,中国大陆,https://movie.douban.com/subject/34793614/,
真心半解 / The Half of It,3,2020/5/10,重力是物质对孤独的反映。 男主角长得很符合人设。,2020/5/1,美国,https://movie.douban.com/subject/33420285/,tt9683478
人在三和,4,2020/5/8,,2018/9/10,中国大陆,https://movie.douban.com/subject/30337189/,tt9060292
偷,4,2020/5/8,复杂的社会。“我对生活不好，生活也对我不好”。,2013/8/1,美国,https://movie.douban.com/subject/20427004/,
男人四十,4,2020/5/8,"1 你怎么泡妞啊？ 靠诚意泡妞啊。
2 世界变得温柔，我也变得重要。",2002/3/14,中国香港,https://movie.douban.com/subject/1304530/,tt0312886
少年的你,3,2020/5/7,冗长(3 有用),2019/10/25,中国大陆,https://movie.douban.com/subject/30166972/,tt9586294
再次出发之纽约遇见你 / Begin Again,4,2020/5/6,译名毁电影系列。,2013/9/7,多伦多电影节,https://movie.douban.com/subject/6874403/,tt1980929
摩登情爱 第一季 / Modern Love Season 1,4,2020/5/6,发生在纽约不同的人身上的爱情。第四个夫妻之间的矛盾挺有感触，第五个陌生人之间发生的离奇故事也很有感觉，可以拍成电影的故事。,2019/10/18,美国,https://movie.douban.com/subject/30385409/,tt8543390
疯狂的赛车,4,2020/5/3,疯狂的石头一样的叙事，差不多的风格。本地的帮会太没有礼貌了！,2009/1/20,中国大陆,https://movie.douban.com/subject/2124703/,tt0851515
姨妈的后现代生活,3,2020/4/18,赵薇说的不是鞍山话，是马鞍山话。,2006/9/8,多伦多电影节,https://movie.douban.com/subject/1794435/,tt0470984
半泽直树 / 半沢直樹,4,2020/4/15,7分,2013/7/7,日本,https://movie.douban.com/subject/24697949/,tt2930136
在武汉,5,2020/4/11,应该有不一样的声音，但这样的声音就不能存在吗?(2 有用),2020/2/26,中国大陆,https://movie.douban.com/subject/34976870/,tt11983256
武汉日记2020,5,2020/4/11,送药第二集看了让人泪崩。(2 有用),2020/1/25,中国大陆,https://movie.douban.com/subject/34973877/,
生死金银潭,5,2020/4/11,,2020/3/31,中国大陆,https://movie.douban.com/subject/35014846/,tt12071362
福尔摩斯二世 / Sherlock Jr.,5,2020/4/5,流畅,1924/4/21,美国,https://movie.douban.com/subject/1303408/,tt0015324
中央车站 / Central do Brasil,4,2020/4/5,小时候在一本杂志上看到过推荐这个电影，今天终于看过了。非常工整的一部电影。孩子在寻找爸爸，而大人在寻找青春的自己。,,,https://movie.douban.com/subject/1292218/,tt0140888
卧虎藏龙 / 臥虎藏龍,5,2020/4/4,"为一把梳子，值得吗？那是我的。
武侠，爱恨，天涯。",2000/5/16,戛纳电影节,https://movie.douban.com/subject/1301168/,tt0190332
色，戒,4,2020/4/3,特务真不是人干的。,2007/8/30,威尼斯电影节,https://movie.douban.com/subject/1828115/,tt0808357
第四公民 / Citizenfour,5,2020/3/31,"1. 斯诺登，以及两位记者，为他辩护的律师，参与其中的所有人都是英雄。
2. NSA监听计划已违反宪法，但政府依然可以以违反宪法的罪名来起诉你。 你没有辩护的机会，因为政府会设置模棱两可，含糊不清的法律条文让你没有辩护理由。
3. NSA所搜集到的数据，不仅可以用来监控私人，也可以用来针对企业，形成不正当竞争。
4. 他不怕被拘捕，他怕的是，他站出来以后，这个世界没有发生一点点的变化。
5. 很少人知道，这一切竟源自他在日本期间一场关于GFW以及相关技术的报告。",2014/10/10,纽约电影节,https://movie.douban.com/subject/26059437/,tt4044364
热带雨,4,2020/3/28,真，爸妈不在家。,2019/9/8,多伦多电影节,https://movie.douban.com/subject/30371819/,tt9822706
大赢家,3,2020/3/21,大鹏不会演傻子，得让王宝强来。,2020/3/20,中国大陆网络,https://movie.douban.com/subject/34670218/,tt11563836
团圆,4,2020/3/18,"1.在撤退到台湾的人眼里，那天码头上的人成千上万，天很冷，下着很大的雨；在胜利者的记忆里，那天出了大大的太阳。
2. 老太太带着从台湾回来的他，去还没有建好的房子参观，像极了好几年前，奶奶去刚买的还没建好的房子那里。
3. 男配角很出彩，人物性格的转变给人物增色不少。",2010/2/11,柏林电影节,https://movie.douban.com/subject/4284085/,tt1587878
青春派,4,2020/3/12,是我高考那年夏天上映的电影，确实不错，会让人回想起一些事情。最喜欢的应该还是坐高铁十八相送这一段吧。,2013/8/2,中国大陆,https://movie.douban.com/subject/24735062/,tt3285802
四个春天,5,2020/3/11,,2017/12/30,UCCA艺术放映,https://movie.douban.com/subject/27191492/,tt7124742
无间道 / 無間道,5,2020/3/10,剧本实在是妙,2002/12/12,中国香港,https://movie.douban.com/subject/1307914/,tt0338564
曾经 / Once,5,2020/3/9,吸尘器与爱情,2007/1/20,圣丹斯电影节,https://movie.douban.com/subject/2053515/,tt0907657
爸妈不在家 / 爸媽不在家,5,2020/3/5,一部难得的隐忍克制的电影，平铺直叙，只在最后给了点睛之笔，对社会大环境的描写，通过这些简单的事情一一表现出来。小孩最后剪下一缕臭臭的头发，耳机里放着保姆曾听过的歌，让人动容。,2013/5/19,戛纳电影节,https://movie.douban.com/subject/24324730/,tt2901736
阳光普照 / 陽光普照,4,2020/3/4,7.5吧。摄影非常棒，配乐非常棒。步履不停加血观音。,2019/9/6,多伦多电影节,https://movie.douban.com/subject/30292777/,tt10883506
过昭关,4,2020/2/12,,2018/10/17,平遥国际电影展,https://movie.douban.com/subject/30206431/,tt9496220
一一,5,2020/2/12,喜欢的片段：洋洋坐在马桶上，洋洋走过天桥，车窗外晃动的城市。,2000/5/14,戛纳电影节,https://movie.douban.com/subject/1292434/,tt0244316
1917,4,2020/2/7,,2019/12/25,美国,https://movie.douban.com/subject/30252495/,tt8579674
囧妈,3,2020/1/25,,2020/1/25,中国大陆网络,https://movie.douban.com/subject/30306570/,tt11172926
美丽人生 / La vita è bella,4,2020/1/7,棒。,1997/12/20,意大利,https://movie.douban.com/subject/1292063/,tt0118799
三峡好人,4,2020/1/7,,2006/9/6,威尼斯电影节,https://movie.douban.com/subject/1872133/,tt0859765
阿波罗11号 / Apollo 11,5,2020/1/3,真实的记录自有千钧之力。,2019/1/24,圣丹斯电影节,https://movie.douban.com/subject/30390701/,tt8760684
推拿,5,2020/1/2,非常喜欢娄烨的风格，手持摄影，摇晃的镜头，对人的特写，忽略背景的存在。,2014/2/10,柏林电影节,https://movie.douban.com/subject/20020577/,tt3469964
利刃出鞘 / Knives Out,4,2020/1/2,,2019/9/7,多伦多电影节,https://movie.douban.com/subject/30318116/,tt8946378
行骗天下JP：浪漫篇 / コンフィデンスマンJP,3,2019/12/31,为了反转而反转，没啥意思。,2019/5/17,日本,https://movie.douban.com/subject/30241102/,tt9552258
隐藏人物 / Hidden Figures,2,2019/12/30,一切都是那么平庸。作为一部政治正确片，又极度恶心。(1 有用),2016/12/25,美国,https://movie.douban.com/subject/26615208/,tt4846340
半个喜剧,4,2019/12/22,,2019/12/20,中国大陆,https://movie.douban.com/subject/30269016/,tt11273332
徒手攀岩 / Free Solo,4,2019/12/21,他女朋友有点烦。,2018/9/28,美国,https://movie.douban.com/subject/30167509/,tt7775622
平原上的夏洛克,5,2019/12/20,幽默感,2019/7/22,FIRST青年影展,https://movie.douban.com/subject/33400376/,tt10488396
爱尔兰人 / The Irishman,4,2019/12/6,,2019/9/27,纽约电影节,https://movie.douban.com/subject/6981153/,tt1302006
小丑 / Joker,5,2019/10/16,,2019/8/31,威尼斯电影节,https://movie.douban.com/subject/27119724/,tt7286456
哪吒之魔童降世,4,2019/10/13,,2019/7/13,大规模点映,https://movie.douban.com/subject/26794435/,tt10627720
九品芝麻官,4,2019/10/5,,1994/3/31,中国香港,https://movie.douban.com/subject/1297518/,tt0110201
少林足球,4,2019/10/5,,2001/7/5,中国大陆,https://movie.douban.com/subject/1297747/,tt0286112
食神,4,2019/10/5,,1996/12/21,中国香港,https://movie.douban.com/subject/1293351/,tt0116426
